word,count,upos,ner
humanity,148,NOUN;PROPN,WORK_OF_ART;ORG;LAW
critique,148,X;NOUN;PROPN;VERB,WORK_OF_ART;ORG;FAC
occur,147,VERB,
gain,147,VERB;PROPN;NOUN,WORK_OF_ART
free,147,ADJ;VERB,ORG;WORK_OF_ART;EVENT;GPE;LAW
speak,147,VERB;NOUN;PROPN,WORK_OF_ART
connection,147,NOUN;PROPN,ORG;WORK_OF_ART
discrimination,147,NOUN;PROPN,LAW;ORG;EVENT;WORK_OF_ART
style,146,NOUN;PROPN;VERB,WORK_OF_ART
paradigm,146,PROPN;NOUN,WORK_OF_ART
reaction,146,NOUN;PROPN,EVENT;WORK_OF_ART
professional,146,ADJ;NOUN,LAW;ORG
radical,146,NOUN;ADJ;PROPN,WORK_OF_ART;ORG
too,145,ADV,
primarily,145,ADV,
jordanian,145,ADJ;PROPN,NORP;EVENT;ORG;WORK_OF_ART;LAW
contrast,144,NOUN;VERB,WORK_OF_ART
diplomatic,144,ADJ,ORG
together,144,ADV,WORK_OF_ART
hope,144,NOUN;VERB;PROPN,WORK_OF_ART;PERSON
introduction,144,NOUN;PROPN,EVENT;WORK_OF_ART
negative,144,ADJ;NOUN,
des,144,PROPN;X,FAC;ORG;WORK_OF_ART;PERSON;GPE
root,143,NOUN;PROPN;VERB,WORK_OF_ART
single,143,ADJ;VERB,DATE;WORK_OF_ART;EVENT
exchange,142,NOUN;PROPN;VERB,ORG;WORK_OF_ART;LAW
try,142,VERB;NOUN,WORK_OF_ART
presence,141,NOUN;PROPN,WORK_OF_ART
put,141,VERB,
notion,141,NOUN;PROPN,WORK_OF_ART
activist,141,NOUN;PROPN;ADJ,WORK_OF_ART
1945,141,NUM,WORK_OF_ART;DATE;EVENT;ORG
armenian,141,PROPN;ADJ,NORP;EVENT;WORK_OF_ART;ORG
oil,141,NOUN;PROPN,ORG;EVENT;WORK_OF_ART
demand,140,VERB;NOUN;ADJ,WORK_OF_ART;LAW;ORG
2015,140,NUM,DATE;WORK_OF_ART
writing,140,NOUN;PROPN,WORK_OF_ART
accept,140,VERB,WORK_OF_ART
target,140,VERB;NOUN;PROPN,ORG;WORK_OF_ART
2017,140,NUM,DATE;WORK_OF_ART;EVENT
background,140,PROPN;NOUN,WORK_OF_ART
require,139,VERB,
recently,139,ADV,
left,139,ADJ;NOUN;VERB;PROPN,ORG;WORK_OF_ART;EVENT
prisoner,139,NOUN;PROPN,WORK_OF_ART;ORG;EVENT
2020,139,NUM,DATE;WORK_OF_ART
sphere,138,NOUN;PROPN,WORK_OF_ART
previous,138,ADJ,DATE;WORK_OF_ART
labour,138,NOUN;PROPN;VERB,ORG;NORP;WORK_OF_ART
medical,137,ADJ,WORK_OF_ART;ORG
criticism,137,NOUN;PROPN,LAW;WORK_OF_ART
unique,137,ADJ;PROPN,WORK_OF_ART
bibliography,137,PROPN;NOUN,WORK_OF_ART;ORG
supreme,137,ADJ,ORG;WORK_OF_ART;LAW
2018,137,NUM,DATE;WORK_OF_ART;EVENT
effective,137,ADJ,ORG;WORK_OF_ART
increasingly,136,ADV,
prevent,136,VERB;PROPN,WORK_OF_ART
decrease,136,VERB;NOUN,
sociological,136,ADJ,WORK_OF_ART;ORG;EVENT
territorial,136,ADJ,WORK_OF_ART;LAW;ORG
selection,136,NOUN,WORK_OF_ART
characteristic,136,NOUN;ADJ,
construct,136,VERB;NOUN;PROPN,WORK_OF_ART
reading,136,NOUN;PROPN,WORK_OF_ART;ORG
chronology,136,NOUN;PROPN,WORK_OF_ART;ORG
institutional,135,ADJ;NOUN,WORK_OF_ART;ORG
assess,135,VERB,WORK_OF_ART
prevention,135,NOUN;PROPN,WORK_OF_ART;EVENT;LAW;ORG
statement,135,NOUN;PROPN,ORG;LAW;WORK_OF_ART
2014,135,NUM,DATE;WORK_OF_ART;CARDINAL
declaration,135,NOUN;PROPN,LAW;WORK_OF_ART;EVENT
eds.,135,NOUN;ADV;X;PROPN,ORG
vision,135,PROPN;NOUN;VERB,WORK_OF_ART;ORG
function,135,NOUN;VERB;PROPN,WORK_OF_ART
evolution,135,NOUN;PROPN,WORK_OF_ART
comment,135,NOUN;VERB;PROPN;X,LAW;WORK_OF_ART
destruction,134,NOUN;PROPN,WORK_OF_ART;ORG;EVENT
head,134,VERB;NOUN;PROPN,PERSON;WORK_OF_ART
generally,134,ADV,
cooperation,134,NOUN;PROPN;X;VERB,ORG;WORK_OF_ART;LAW
belong,134,VERB;NOUN,
2012,134,NUM,DATE;WORK_OF_ART;EVENT;CARDINAL
mechanism,134,NOUN,WORK_OF_ART
protest,134,VERB;NOUN;PROPN,WORK_OF_ART;EVENT;ORG
contact,134,NOUN;VERB,ORG;WORK_OF_ART
mandatory,134,ADJ;PROPN,ORG;WORK_OF_ART;GPE;EVENT;LAW;NORP
get,133,VERB;NOUN,WORK_OF_ART;LAW
cite,133,VERB;PROPN;NOUN,
white,133,ADJ;PROPN,ORG;WORK_OF_ART;EVENT;FAC;NORP;PERSON
office,133,PROPN;NOUN,WORK_OF_ART;ORG;FAC
latter,132,ADJ;NOUN,DATE
consideration,132,NOUN;PROPN,WORK_OF_ART
1956,132,NUM,DATE;EVENT;WORK_OF_ART
boycott,132,PROPN;NOUN;VERB,WORK_OF_ART;ORG;PERSON;EVENT;LAW
uprising,132,NOUN;PROPN,ORG;EVENT;WORK_OF_ART
creation,132,PROPN;NOUN,WORK_OF_ART;ORG;PERSON
norm,132,NOUN;ADJ;PROPN,WORK_OF_ART;ORG
arabia,132,PROPN,GPE;NORP;WORK_OF_ART;EVENT
feature,131,NOUN;VERB,
convention,131,PROPN;NOUN,EVENT;LAW;WORK_OF_ART;ORG
1985,131,NUM,DATE;WORK_OF_ART
map,131,NOUN;VERB;PROPN,WORK_OF_ART;FAC
tend,130,VERB;X,
read,130,VERB;NOUN;PROPN,WORK_OF_ART;PERSON
express,130,VERB;NOUN,WORK_OF_ART
1979,130,NUM,DATE;EVENT;WORK_OF_ART
george,130,PROPN,PERSON;ORG;WORK_OF_ART;FAC
letter,130,NOUN;PROPN,WORK_OF_ART;PERSON
witness,130,PROPN;NOUN;VERB,WORK_OF_ART;ORG
character,129,NOUN;PROPN,WORK_OF_ART
propose,129,VERB,
ask,129,VERB,
moment,129,NOUN;PROPN,WORK_OF_ART
real,129,ADJ,WORK_OF_ART
daily,129,ADJ;NOUN;ADV;PROPN,ORG;DATE;WORK_OF_ART
richard,129,PROPN,PERSON;WORK_OF_ART;ORG
tension,129,NOUN;PROPN,WORK_OF_ART;EVENT
start,129,VERB;NOUN,DATE;WORK_OF_ART
desire,128,VERB;NOUN;PROPN,WORK_OF_ART
ministry,128,PROPN;NOUN,ORG;WORK_OF_ART
era,128,NOUN;PROPN,EVENT;WORK_OF_ART;DATE;PERSON;ORG
reprint,128,VERB;NOUN;PROPN,ORG
torture,128,NOUN;PROPN;VERB,WORK_OF_ART;LAW;EVENT;ORG;PERSON
stage,128,NOUN;PROPN;VERB,WORK_OF_ART
item,128,NOUN;PROPN,
specifically,128,ADV,
activism,128,NOUN;PROPN,WORK_OF_ART;ORG
finally,128,ADV,
netanyahu,128,PROPN,PERSON;NORP;GPE;WORK_OF_ART;ORG;EVENT
gurion,128,PROPN,PERSON;ORG;WORK_OF_ART;FAC
sanction,127,PROPN;NOUN;VERB,LAW;ORG;WORK_OF_ART;EVENT
feel,127,VERB;NOUN,
e.g.,127,ADV,
always,127,ADV,
determine,127,VERB,
agenda,127,PROPN;NOUN,ORG;WORK_OF_ART
negotiate,126,VERB,WORK_OF_ART
advertising,126,NOUN;PROPN,WORK_OF_ART
myth,126,PROPN;NOUN,WORK_OF_ART;PERSON;ORG
original,125,ADJ;NOUN,WORK_OF_ART
version,125,NOUN;PROPN,WORK_OF_ART
1984,125,NUM,DATE;WORK_OF_ART;ORG
wing,125,NOUN;PROPN,PERSON;WORK_OF_ART
educational,125,ADJ,ORG;WORK_OF_ART
treatment,124,NOUN;PROPN,ORG
dominant,124,ADJ,ORG
visit,124,NOUN;VERB;PROPN,WORK_OF_ART;ORG
tie,124,NOUN;VERB,
difficult,124,ADJ,WORK_OF_ART
reform,123,NOUN;PROPN;VERB,ORG;LAW;WORK_OF_ART
frame,123,VERB;NOUN;PROPN,WORK_OF_ART;LAW
suicide,123,NOUN;PROPN,WORK_OF_ART
organize,123,VERB,EVENT
martin,123,PROPN,PERSON;ORG;WORK_OF_ART;LOC;GPE
landscape,123,PROPN;VERB;NOUN,ORG;WORK_OF_ART
update,123,NOUN;VERB;PROPN,WORK_OF_ART;EVENT;LAW
youth,123,PROPN;NOUN,WORK_OF_ART;ORG
rabin,123,PROPN,PERSON;NORP;WORK_OF_ART;FAC
jurisdiction,123,PROPN;NOUN,LAW;WORK_OF_ART
constitutional,122,ADJ;NOUN,WORK_OF_ART;EVENT;ORG;LAW
possibility,122,NOUN;PROPN,WORK_OF_ART;ORG
ever,122,ADV,WORK_OF_ART
dilemma,122,NOUN;PROPN,WORK_OF_ART;PERSON;ORG
emergence,122,PROPN;NOUN,WORK_OF_ART
1990s,122,NOUN,DATE
arendt,122,PROPN,PERSON;WORK_OF_ART;ORG;GPE
2021,122,NUM,DATE;WORK_OF_ART;CARDINAL
cattle,122,NOUN;PROPN,WORK_OF_ART
enemy,121,NOUN;PROPN,WORK_OF_ART;PERSON
ethics,121,NOUN;PROPN,WORK_OF_ART;ORG;LAW
commitment,121,NOUN,LAW
division,121,NOUN;PROPN,ORG;WORK_OF_ART
judge,121,NOUN;VERB;PROPN,WORK_OF_ART;PERSON
logic,121,NOUN;PROPN,LAW;WORK_OF_ART
meet,121,VERB,EVENT
migrant,121,NOUN;ADJ;PROPN,LAW;ORG;WORK_OF_ART
primary,121,ADJ;NOUN,ORG
protection,121,NOUN;PROPN;X,WORK_OF_ART;EVENT;LAW;ORG;FAC
1949,120,NUM,DATE;WORK_OF_ART;EVENT
participation,120,NOUN;PROPN,WORK_OF_ART
month,120,NOUN,DATE;WORK_OF_ART;EVENT
god,120,PROPN;NOUN,WORK_OF_ART;ORG;PERSON
definition,120,NOUN;PROPN,WORK_OF_ART
violent,120,ADJ,ORG;WORK_OF_ART;EVENT
holy,120,ADJ,WORK_OF_ART;GPE;LOC;PERSON;ORG;EVENT;FAC
doctrine,120,NOUN;PROPN,WORK_OF_ART;LAW
2016,120,NUM,DATE;WORK_OF_ART
kind,120,PROPN;NOUN;ADJ,WORK_OF_ART;TIME
extend,120,VERB;NOUN,LAW
iraqi,120,ADJ;PROPN,EVENT;NORP;ORG;WORK_OF_ART
explanation,119,NOUN,WORK_OF_ART
degree,119,NOUN,QUANTITY;WORK_OF_ART
stand,119,NOUN;VERB;PROPN,WORK_OF_ART;EVENT
everyday,119,ADJ;NOUN;ADV,WORK_OF_ART
town,119,PROPN;NOUN,WORK_OF_ART
recognition,119,NOUN;PROPN,
private,119,ADJ,WORK_OF_ART;LAW;ORG
method,119,NOUN;PROPN,WORK_OF_ART;LAW
journalist,119,NOUN;PROPN,WORK_OF_ART
sector,119,NOUN;PROPN,ORG;WORK_OF_ART
king,119,PROPN;NOUN,PERSON;WORK_OF_ART;ORG;FAC
empirical,118,ADJ,WORK_OF_ART
compromise,118,NOUN;VERB;PROPN,LAW;WORK_OF_ART
complete,118,ADJ;VERB;PROPN;NOUN,
assume,118,VERB,
secretary,118,NOUN;PROPN,WORK_OF_ART
partition,118,NOUN;PROPN;VERB,LAW;WORK_OF_ART;EVENT;ORG
further,117,ADJ;VERB,
emphasize,117,VERB,
i.e.,117,ADV,ORG
northern,117,ADJ;PROPN,GPE;ORG;LOC;WORK_OF_ART;NORP
short,117,ADJ,DATE;WORK_OF_ART
cross,117,VERB;NOUN;PROPN,ORG;EVENT;WORK_OF_ART;LAW
objective,116,NOUN;ADJ,
1987,116,NUM,DATE;WORK_OF_ART
emotional,116,ADJ,WORK_OF_ART
1983,116,NUM,DATE;WORK_OF_ART
title,116,NOUN;VERB,LAW
contain,116,VERB,EVENT;WORK_OF_ART
conversation,116,PROPN;NOUN,WORK_OF_ART
oppose,116,VERB,WORK_OF_ART
environment,116,NOUN;PROPN,WORK_OF_ART;ORG
golan,116,PROPN,GPE;LOC;PERSON;ORG;FAC;NORP;WORK_OF_ART
abu,116,PROPN,PERSON;GPE;ORG;LAW;FAC;LOC;DATE
success,115,NOUN;PROPN,
highly,115,ADV,
silence,115,NOUN;PROPN;VERB,PERSON;WORK_OF_ART;EVENT
topic,115,NOUN;PROPN,EVENT
frank,115,PROPN;ADJ,PERSON;ORG;WORK_OF_ART;GPE
identification,115,NOUN;PROPN,
clearly,115,ADV,
parent,115,NOUN;PROPN,WORK_OF_ART
voice,115,NOUN;VERB;PROPN,ORG;WORK_OF_ART
technology,115,NOUN;PROPN,WORK_OF_ART;ORG
select,115,ADJ;VERB,WORK_OF_ART
production,115,NOUN;PROPN;X,WORK_OF_ART;ORG;FAC
hostility,115,NOUN;PROPN,
design,114,VERB;NOUN;PROPN,WORK_OF_ART;ORG
separate,114,VERB;ADJ,
dialogue,114,NOUN;VERB;PROPN,WORK_OF_ART;EVENT
publisher,114,NOUN;PROPN,ORG;WORK_OF_ART
relatively,114,ADV,
speech,114,PROPN;NOUN,WORK_OF_ART;LAW
able,114,ADJ,
pressure,114,NOUN;VERB;PROPN,WORK_OF_ART
inequality,114,NOUN;PROPN,LAW;WORK_OF_ART
financial,113,ADJ,EVENT;ORG;WORK_OF_ART
engagement,113,NOUN;PROPN;X,WORK_OF_ART;LAW;ORG
comprehensive,113,ADJ,WORK_OF_ART;ORG;LAW
option,113,PROPN;NOUN,WORK_OF_ART
hegemony,113,NOUN;PROPN,WORK_OF_ART;EVENT;ORG;NORP;PERSON
limited,113,ADJ;PROPN,ORG;WORK_OF_ART
making,112,NOUN;VERB;PROPN,
beginning,112,NOUN;VERB,DATE
twentieth,112,ADJ;PROPN,DATE;WORK_OF_ART;ORG;ORDINAL
wild,112,ADJ;NOUN,WORK_OF_ART
structural,112,ADJ;NOUN,
dominate,112,VERB;ADJ,WORK_OF_ART
relate,112,VERB,
cairo,112,PROPN,ORG;GPE;NORP;LAW;WORK_OF_ART;FAC;EVENT;PERSON
characterize,111,VERB,
1980s,111,NOUN,DATE
million,111,NUM;NOUN;PROPN,CARDINAL;WORK_OF_ART;MONEY;QUANTITY
spanish,111,ADJ;PROPN,EVENT;LANGUAGE;WORK_OF_ART;NORP;GPE
scholarly,111,ADJ,WORK_OF_ART
serious,111,ADJ,
geology,111,PROPN;NOUN,WORK_OF_ART;LOC
edit,111,VERB;NOUN,
cold,111,ADJ,EVENT;WORK_OF_ART
bar,111,PROPN;NOUN,ORG;PERSON;FAC;WORK_OF_ART;GPE
want,111,VERB;NOUN;PROPN,WORK_OF_ART
paul,111,PROPN,WORK_OF_ART;PERSON;ORG;GPE;NORP
pay,111,VERB;X;NOUN,WORK_OF_ART;PERSON;ORG
violation,111,NOUN;PROPN,WORK_OF_ART;LAW
advance,111,NOUN;VERB;ADJ,
2013,111,NUM,DATE;WORK_OF_ART
native,111,PROPN;NOUN;ADJ,WORK_OF_ART;ORG;NORP;PERSON
ability,111,NOUN,
orientation,111,NOUN;PROPN,WORK_OF_ART
domestication,111,NOUN;PROPN,WORK_OF_ART
isbn,111,PROPN;NOUN,ORG;WORK_OF_ART
ibid.,110,PROPN;NOUN;X,WORK_OF_ART;DATE
already,110,ADV,
task,110,NOUN;VERB;PROPN,WORK_OF_ART;ORG
external,110,ADJ,WORK_OF_ART
break,110,VERB;NOUN,WORK_OF_ART
necessary,109,ADJ,WORK_OF_ART
neighbor,109,NOUN;PROPN;VERB,WORK_OF_ART
again,109,ADV,WORK_OF_ART
columbia,109,PROPN,ORG;WORK_OF_ART;GPE;LOC
mainly,109,ADV,
introduce,109,VERB,WORK_OF_ART
reduce,108,VERB,
denial,108,NOUN;PROPN;ADJ,WORK_OF_ART;LAW
newspaper,108,PROPN;NOUN,WORK_OF_ART
add,108,VERB;NOUN,
news,108,PROPN;NOUN,ORG;WORK_OF_ART
summary,108,PROPN;NOUN,WORK_OF_ART;EVENT;ORG
rely,107,VERB,
widely,107,ADV,
moreover,107,ADV,
over,107,ADV;ADJ,CARDINAL;DATE;PERCENT;QUANTITY;MONEY
1947,107,NUM,DATE;WORK_OF_ART;EVENT
table,107,PROPN;NOUN,WORK_OF_ART
arafat,107,PROPN,PERSON;NORP;WORK_OF_ART;GPE
permission,107,NOUN;PROPN,
download,107,PROPN;NOUN;VERB,WORK_OF_ART;ORG
deep,106,ADJ;ADV,GPE
circumstance,106,NOUN,
investigate,106,VERB,WORK_OF_ART
invasion,106,NOUN;PROPN,WORK_OF_ART;EVENT
undermine,106,VERB;NOUN,WORK_OF_ART;EVENT
kill,106,VERB,WORK_OF_ART
click,106,VERB,
sizeclick,106,NOUN,
communication,106,NOUN;PROPN,ORG;WORK_OF_ART
anti-semitism,106,NOUN;PROPN,EVENT;WORK_OF_ART
cohen,106,PROPN,PERSON;ORG;WORK_OF_ART
sign,106,VERB;NOUN;PROPN,WORK_OF_ART
centre,106,PROPN;NOUN;VERB,FAC;ORG;WORK_OF_ART
police,106,NOUN;PROPN;VERB,ORG;EVENT;WORK_OF_ART;PERSON
network,106,PROPN;NOUN;VERB,ORG;WORK_OF_ART;EVENT
exclusion,106,PROPN;NOUN,WORK_OF_ART
bedouin,106,ADJ;PROPN;NOUN,NORP;GPE;ORG;PERSON;WORK_OF_ART
assumption,105,NOUN,
transform,105,VERB,WORK_OF_ART
loss,105,NOUN;PROPN,WORK_OF_ART;PERSON;ORG
anti,105,ADJ;PROPN,WORK_OF_ART;PERSON;NORP;LAW
existence,105,NOUN;PROPN,WORK_OF_ART
mention,105,VERB;NOUN,
1986,105,NUM,DATE;WORK_OF_ART;EVENT
edition,105,NOUN;PROPN,WORK_OF_ART;ORG
risk,105,NOUN;VERB;PROPN,WORK_OF_ART
thought,105,NOUN;VERB;PROPN,WORK_OF_ART
instead,105,ADV,
environmental,105,ADJ,WORK_OF_ART;ORG;LAW
facilitate,104,VERB;NOUN,
near,104,ADJ;ADV;VERB;PROPN,LOC;NORP;ORG;WORK_OF_ART;DATE
1975,104,NUM,DATE;WORK_OF_ART
fight,104,VERB;NOUN;PROPN,WORK_OF_ART
height,104,PROPN;VERB;NOUN,GPE;LOC;WORK_OF_ART;ORG
legislation,104,NOUN;PROPN,LAW;ORG;WORK_OF_ART
scale,103,NOUN;PROPN;VERB,WORK_OF_ART
front,103,NOUN;PROPN;ADJ;VERB,ORG;WORK_OF_ART;LOC;FAC
acknowledge,103,VERB,WORK_OF_ART
illustrate,102,VERB,
strike,102,VERB;NOUN;PROPN,EVENT;WORK_OF_ART
choose,102,VERB,
feeling,102,NOUN;PROPN,WORK_OF_ART
comparison,102,NOUN;PROPN,WORK_OF_ART
about,102,ADV;ADJ,CARDINAL;PERCENT;MONEY;QUANTITY;DATE;TIME
determination,102,NOUN;PROPN,LAW;WORK_OF_ART
distinct,102,ADJ,
date,102,NOUN;PROPN;VERB,WORK_OF_ART;EVENT
intend,102,VERB,
transition,101,PROPN;NOUN;VERB,WORK_OF_ART;ORG;EVENT
collection,101,NOUN;PROPN,ORG;WORK_OF_ART
directly,101,ADV,
generate,101,VERB;ADJ,
expression,101,NOUN;PROPN,WORK_OF_ART
judicial,101,ADJ;PROPN;NOUN,ORG;WORK_OF_ART;LAW
publishing,101,PROPN;NOUN,WORK_OF_ART;ORG
assessment,101,NOUN;PROPN,WORK_OF_ART
phase,101,NOUN;PROPN,WORK_OF_ART
ethnology,101,PROPN;NOUN,ORG
mizrahi,101,PROPN;ADJ,NORP;ORG;WORK_OF_ART
entry,101,NOUN;PROPN,EVENT;WORK_OF_ART
examination,100,NOUN;PROPN,WORK_OF_ART
television,100,NOUN;PROPN;X,WORK_OF_ART;EVENT;ORG
1970,100,NUM,DATE;WORK_OF_ART;EVENT;ORG;PERSON;CARDINAL
church,100,PROPN;NOUN,ORG;FAC;WORK_OF_ART;PERSON;NORP
powerful,100,ADJ,WORK_OF_ART
percent,100,NOUN,PERCENT
