author_id,author_name,journal_id,journal_name,specific_works,total_works
A5062163710,Alon Lazar,S5866276,Journal of Loss and Trauma,1,1
A5062171603,Laura De Guissmé,S29984966,Journal of Personality and Social Psychology (JPSP),1,1
A5062193769,Peter Lagerquist,S83938913,New Left Review,0,1
A5062193769,Peter Lagerquist,S88529193,Journal of Palestine Studies,4,4
A5062199588,Eduard Jordaan,S38600022,Human Rights Quarterly,0,1
A5062199588,Eduard Jordaan,S57090429,Philosophy and Social Criticism,0,1
A5062199588,Eduard Jordaan,S65076878,Journal of Human Rights (JHR),1,1
A5062272172,Usama R. Halabi,S158082692,Netherlands Quarterly of Human Rights (NQHR),1,1
A5062272172,Usama R. Halabi,S88529193,Journal of Palestine Studies,0,2
A5062356354,Paula Holmes-Eber,S87435064,International Journal of Middle East Studies (IJMES),1,1
A5062377655,Zachary Baker,S141739696,Patterns of Prejudice,1,2
A5062427484,Sigal Barak-Brandes,S44753038,European Journal of Cultural Studies,1,1
A5062441480,Alyaa Ebbiary,S189112142,Ethnicities,1,1
A5062463325,R. Melson,S452692,Holocaust and Genocide Studies (HGS),1,1
A5062475549,Kamal Boullata,S88529193,Journal of Palestine Studies,1,6
A5062517381,Robert Mason,S184885884,Middle East Journal,1,1
A5062517381,Robert Mason,S199726014,British Journal of Middle Eastern Studies (BRISMES),0,1
A5062521003,Grace Halsell,S88529193,Journal of Palestine Studies,3,4
A5062585701,Samir N. Anabtawi,S176007004,American Political Science Review (APSR),1,2
A5062585701,Samir N. Anabtawi,S95650557,Journal of Politics (JOP),0,2
A5062600194,Guy H. Haskel,S87435064,International Journal of Middle East Studies (IJMES),1,1
A5062608902,Marwan Dalal,S88529193,Journal of Palestine Studies,2,2
A5062630555,Aurel H. Diamond,S149872823,Journal of Ethnic and Migration Studies (JEMS),1,1
A5062652534,Gili Segall,S29984966,Journal of Personality and Social Psychology (JPSP),1,1
A5062704823,Melinda A. Zeder,S102499938,American Anthropologist,0,1
A5062704823,Melinda A. Zeder,S165709033,Current Anthropology,1,3
A5062704823,Melinda A. Zeder,S30381306,Journal of Anthropological Research,0,1
A5062741091,Ora Aviezer,S47258695,Memory,1,1
A5062761716,André Krouwel,S149872823,Journal of Ethnic and Migration Studies (JEMS),0,1
A5062761716,André Krouwel,S159327246,European Sociological Review (ESR),0,1
A5062761716,André Krouwel,S187348256,Personality and Social Psychology Bulletin (PSPB),0,1
A5062761716,André Krouwel,S199726014,British Journal of Middle Eastern Studies (BRISMES),1,1
A5062761716,André Krouwel,S81071032,Group Processes & Intergroup Relations (GPIR),0,1
A5062791843,Ali Çarkoğlu,S199726014,British Journal of Middle Eastern Studies (BRISMES),1,1
A5062796470,Paul Hodkinson,S173252385,The British Journal of Sociology (BJS),1,4
A5062854241,Jeremy Julian Sarkin,S139935717,International Journal of Human Rights (IJHR),0,3
A5062854241,Jeremy Julian Sarkin,S38600022,Human Rights Quarterly,1,8
A5062858034,Ingemar Grandin,S43131466,Ethnos: Journal of Anthropology,1,1
A5062922672,Patrice Louis‐René Higonnet,S122471516,American Journal of Sociology (AJS),1,1
A5062943377,Abraham Yogev,S159327246,European Sociological Review (ESR),1,1
A5062943377,Abraham Yogev,S173252385,The British Journal of Sociology (BJS),1,1
A5062943377,Abraham Yogev,S96629499,Ethnic and Racial Studies,1,1
A5062945220,Jonathan Kuttab,S88529193,Journal of Palestine Studies,1,5
A5062983535,Karen Culcasi,S87435064,International Journal of Middle East Studies (IJMES),1,1
A5062987368,Joachim J. Savelsberg,S122471516,American Journal of Sociology (AJS),0,11
A5062987368,Joachim J. Savelsberg,S129275725,Law and Social Inquiry,0,8
A5062987368,Joachim J. Savelsberg,S144836642,Memory Studies,0,3
A5062987368,Joachim J. Savelsberg,S44706263,Law and Society Review,1,11
A5063062321,Marc V. Levine,S95650557,Journal of Politics (JOP),0,1
A5063062321,Marc V. Levine,S96629499,Ethnic and Racial Studies,1,1
A5063114144,Chelsi Mueller,S184094801,History and Memory,0,1
A5063114144,Chelsi Mueller,S199726014,British Journal of Middle Eastern Studies (BRISMES),1,1
A5063114191,Nadera Shalhoub-Kevorkian,S139935717,International Journal of Human Rights (IJHR),1,1
A5063114191,Nadera Shalhoub-Kevorkian,S44706263,Law and Society Review,0,1
A5063114191,Nadera Shalhoub-Kevorkian,S59071098,Journal of Genocide Research (JGR),0,2
A5063114191,Nadera Shalhoub-Kevorkian,S603496,"Social Identities: Journal for the Study of Race, Nation and Culture",1,1
A5063114191,Nadera Shalhoub-Kevorkian,S94209876,Middle East Critique,0,1
A5063114191,Nadera Shalhoub-Kevorkian,S96629499,Ethnic and Racial Studies,2,2
A5063132553,Augustus Richard Norton,S176007004,American Political Science Review (APSR),1,5
A5063132553,Augustus Richard Norton,S184885884,Middle East Journal,1,1
A5063132553,Augustus Richard Norton,S199726014,British Journal of Middle Eastern Studies (BRISMES),1,1
A5063132553,Augustus Richard Norton,S88529193,Journal of Palestine Studies,3,5
A5063133525,Norman N. Lewis,S199726014,British Journal of Middle Eastern Studies (BRISMES),1,1
A5063133525,Norman N. Lewis,S87435064,International Journal of Middle East Studies (IJMES),0,1
A5063134471,Robert Brenton Betts,S184885884,Middle East Journal,1,1
A5063134471,Robert Brenton Betts,S87435064,International Journal of Middle East Studies (IJMES),0,1
A5063158289,Musa Budeiri,S199726014,British Journal of Middle Eastern Studies (BRISMES),1,1
A5063158289,Musa Budeiri,S87435064,International Journal of Middle East Studies (IJMES),0,1
A5063158289,Musa Budeiri,S88529193,Journal of Palestine Studies,0,8
A5063222805,Riyad Amin,S88529193,Journal of Palestine Studies,2,2
A5063235118,Sai Englert,S88529193,Journal of Palestine Studies,1,1
A5063235118,Sai Englert,S94209876,Middle East Critique,1,1
A5063271221,Maayan Geva,S129275725,Law and Social Inquiry,1,1
A5063285119,Natan Lerner,S141739696,Patterns of Prejudice,4,7
A5063285119,Natan Lerner,S154337186,Leiden Journal of International Law (LJIL),0,1
A5063285119,Natan Lerner,S160097506,American Journal of International Law (AJIL),0,1
A5063285119,Natan Lerner,S38600022,Human Rights Quarterly,0,2
A5063287277,Hassan Jabareen,S88529193,Journal of Palestine Studies,2,2
A5063290710,Carole Collins,S88529193,Journal of Palestine Studies,5,5
A5063310625,Menachem Rosner,S122471516,American Journal of Sociology (AJS),1,1
A5063310625,Menachem Rosner,S173252385,The British Journal of Sociology (BJS),0,1
A5063318538,Moshe Zimmermann,S4210222078,Holocaust Studies: A Journal of Culture and History,1,1
A5063332463,Monica Udvardy,S43131466,Ethnos: Journal of Anthropology,1,2
A5063361211,David Bargal,S168863142,Journal of Social Issues (JSI),1,2
A5063413133,Haleh Afshar,S149872823,Journal of Ethnic and Migration Studies (JEMS),0,2
A5063413133,Haleh Afshar,S184885884,Middle East Journal,0,1
A5063413133,Haleh Afshar,S199726014,British Journal of Middle Eastern Studies (BRISMES),2,3
A5063413133,Haleh Afshar,S96629499,Ethnic and Racial Studies,1,7
A5063419803,Hannah Hever,S603496,"Social Identities: Journal for the Study of Race, Nation and Culture",1,1
A5063435057,Philip M. Klutznick,S88529193,Journal of Palestine Studies,1,2
A5063451428,Itamar Yakir,S90314269,American Journal of Political Science (AJPS),1,1
A5063459482,Shani Friedman,S154337186,Leiden Journal of International Law (LJIL),1,4
A5063531190,Daniella Shaw,S189112142,Ethnicities,1,1
A5063531190,Daniella Shaw,S44753038,European Journal of Cultural Studies,1,2
A5063540160,Joost R. Hiltermann,S184885884,Middle East Journal,1,1
A5063540160,Joost R. Hiltermann,S87435064,International Journal of Middle East Studies (IJMES),0,3
A5063540160,Joost R. Hiltermann,S88529193,Journal of Palestine Studies,7,19
A5063548901,Ran Hirschl,S129275725,Law and Social Inquiry,1,2
A5063548901,Ran Hirschl,S38600022,Human Rights Quarterly,0,1
A5063548901,Ran Hirschl,S64143016,Constellations,0,1
A5063551904,Amélie Godefroidt,S90314269,American Journal of Political Science (AJPS),1,1
A5063555841,Hossein Askari,S199726014,British Journal of Middle Eastern Studies (BRISMES),0,2
A5063555841,Hossein Askari,S87435064,International Journal of Middle East Studies (IJMES),1,4
A5063595962,Robert Körner,S187348256,Personality and Social Psychology Bulletin (PSPB),1,1
A5063626506,Yael Assor,S43131466,Ethnos: Journal of Anthropology,1,1
A5063668834,Elaine Webster,S139935717,International Journal of Human Rights (IJHR),0,2
A5063668834,Elaine Webster,S38600022,Human Rights Quarterly,1,1
A5063669545,Lucia M. Rafanelli,S64143016,Constellations,1,1
A5063695565,Mona Rosendahl,S43131466,Ethnos: Journal of Anthropology,1,3
A5063737968,Brian Flanagan,S156235965,International & Comparative Law Quarterly (ICLQ),1,1
A5063737968,Brian Flanagan,S34110867,Oxford Journal of Legal Studies,0,1
A5063752643,Tal Meler,S603496,"Social Identities: Journal for the Study of Race, Nation and Culture",2,2
A5063752643,Tal Meler,S96629499,Ethnic and Racial Studies,1,1
A5063755162,Henry Munson,S102499938,American Anthropologist,0,3
A5063755162,Henry Munson,S184885884,Middle East Journal,1,4
A5063755162,Henry Munson,S65256140,Journal of the Royal Anthropological Institute (JRAI),0,2
A5063755162,Henry Munson,S87435064,International Journal of Middle East Studies (IJMES),0,7
A5063782543,Hannibal Travis,S141456655,Genocide Studies and Prevention: An International Journal (GSP),0,4
A5063782543,Hannibal Travis,S59071098,Journal of Genocide Research (JGR),1,3
A5063782543,Hannibal Travis,S87435064,International Journal of Middle East Studies (IJMES),0,1
A5063788981,Nicola Perugini,S175405714,European Journal of International Law (EJIL),0,1
A5063788981,Nicola Perugini,S64143016,Constellations,0,1
A5063788981,Nicola Perugini,S87435064,International Journal of Middle East Studies (IJMES),0,1
A5063788981,Nicola Perugini,S88529193,Journal of Palestine Studies,1,3
A5063788981,Nicola Perugini,S94209876,Middle East Critique,1,1
A5063789883,Mark N. Katz,S176007004,American Political Science Review (APSR),0,2
A5063789883,Mark N. Katz,S184885884,Middle East Journal,2,8
A5063789883,Mark N. Katz,S87435064,International Journal of Middle East Studies (IJMES),0,2
A5063789883,Mark N. Katz,S88529193,Journal of Palestine Studies,0,1
A5063789883,Mark N. Katz,S95650557,Journal of Politics (JOP),0,1
A5063798394,Stephen K. Sanderson,S102499938,American Anthropologist,0,1
A5063798394,Stephen K. Sanderson,S122471516,American Journal of Sociology (AJS),1,3
A5063820224,Suha Bolukbasi,S87435064,International Journal of Middle East Studies (IJMES),0,1
A5063820224,Suha Bolukbasi,S88529193,Journal of Palestine Studies,2,2
A5063826106,Jean Allain,S139935717,International Journal of Human Rights (IJHR),0,1
A5063826106,Jean Allain,S154337186,Leiden Journal of International Law (LJIL),1,1
A5063826106,Jean Allain,S156235965,International & Comparative Law Quarterly (ICLQ),0,1
A5063826106,Jean Allain,S158082692,Netherlands Quarterly of Human Rights (NQHR),0,1
A5063826106,Jean Allain,S160097506,American Journal of International Law (AJIL),0,2
A5063826106,Jean Allain,S175405714,European Journal of International Law (EJIL),0,3
A5063826106,Jean Allain,S38600022,Human Rights Quarterly,0,1
A5063826106,Jean Allain,S84944781,Human Rights Law Review (HRLR),0,1
A5063828310,Amer Abdelhadi,S88529193,Journal of Palestine Studies,1,1
A5063833750,Raffaella A. Del Sarto,S184885884,Middle East Journal,1,1
A5063846906,Alon Confino,S184094801,History and Memory,0,3
A5063846906,Alon Confino,S184885884,Middle East Journal,1,1
A5063846906,Alon Confino,S59071098,Journal of Genocide Research (JGR),0,1
A5063863376,Sylvia Holla,S44753038,European Journal of Cultural Studies,1,2
A5063871889,Dana Alexander,S129275725,Law and Social Inquiry,1,1
A5063898761,Eli Buchbinder,S5866276,Journal of Loss and Trauma,1,1
A5063931507,Asaf Levanon,S122471516,American Journal of Sociology (AJS),0,1
A5063931507,Asaf Levanon,S96629499,Ethnic and Racial Studies,1,1
A5063965159,C. Carenen,S452692,Holocaust and Genocide Studies (HGS),1,1
A5063993841,Edward Sayre,S184885884,Middle East Journal,1,1
A5063993841,Edward Sayre,S87435064,International Journal of Middle East Studies (IJMES),1,1
A5063993841,Edward Sayre,S88529193,Journal of Palestine Studies,0,1
A5064012624,Philipp Rotmann,S141456655,Genocide Studies and Prevention: An International Journal (GSP),1,2
A5064028836,Shlomo Swirski,S173252385,The British Journal of Sociology (BJS),1,1
A5064073321,Matthew Hughes,S184885884,Middle East Journal,5,8
A5064073321,Matthew Hughes,S88529193,Journal of Palestine Studies,1,2
A5064079268,Gregor A. Schwirtz,S165709033,Current Anthropology,1,1
A5064123879,R. Isa,S88529193,Journal of Palestine Studies,1,1
A5064152350,Andrew Pilecki,S168863142,Journal of Social Issues (JSI),1,1
A5064158869,Donal K. Coffey,S156235965,International & Comparative Law Quarterly (ICLQ),0,1
A5064158869,Donal K. Coffey,S84944781,Human Rights Law Review (HRLR),1,1
A5064165016,Jack G. Shaheen,S87435064,International Journal of Middle East Studies (IJMES),0,1
A5064165016,Jack G. Shaheen,S88529193,Journal of Palestine Studies,2,2
A5064190455,Marvin C. Feuerwerger,S176007004,American Political Science Review (APSR),2,2
A5064192514,Antoine Roblain,S149872823,Journal of Ethnic and Migration Studies (JEMS),0,2
A5064192514,Antoine Roblain,S29984966,Journal of Personality and Social Psychology (JPSP),1,1
A5064201969,Martin Slann,S176007004,American Political Science Review (APSR),1,6
A5064201969,Martin Slann,S95650557,Journal of Politics (JOP),0,1
A5064205346,Nehemia Stern,S4210222078,Holocaust Studies: A Journal of Culture and History,0,1
A5064205346,Nehemia Stern,S65256140,Journal of the Royal Anthropological Institute (JRAI),1,1
A5064210033,Asaf Yakir,S184885884,Middle East Journal,1,1
A5064223181,Lilach Sagiv,S187348256,Personality and Social Psychology Bulletin (PSPB),1,2
A5064223181,Lilach Sagiv,S29984966,Journal of Personality and Social Psychology (JPSP),1,2
A5064223181,Lilach Sagiv,S81071032,Group Processes & Intergroup Relations (GPIR),0,1
A5064246914,Zerrin Salikutluk,S149872823,Journal of Ethnic and Migration Studies (JEMS),0,2
A5064246914,Zerrin Salikutluk,S159327246,European Sociological Review (ESR),1,2
A5064252697,Tania Rose,S96629499,Ethnic and Racial Studies,1,1
A5064270330,David Garnham,S176007004,American Political Science Review (APSR),0,2
A5064270330,David Garnham,S87435064,International Journal of Middle East Studies (IJMES),1,2
A5064270330,David Garnham,S90314269,American Journal of Political Science (AJPS),0,1
A5064276127,Qais N. Al-Nouri,S165709033,Current Anthropology,1,1
A5064288117,Robert L Crain,S122471516,American Journal of Sociology (AJS),0,11
A5064288117,Robert L Crain,S157620343,American Sociological Review (ASR),0,4
A5064288117,Robert L Crain,S176007004,American Political Science Review (APSR),0,2
A5064288117,Robert L Crain,S187348256,Personality and Social Psychology Bulletin (PSPB),1,1
A5064288117,Robert L Crain,S90314269,American Journal of Political Science (AJPS),0,1
A5064288117,Robert L Crain,S95650557,Journal of Politics (JOP),0,1
A5064297163,Robert Blecher,S88529193,Journal of Palestine Studies,1,1
A5064321746,Rober Seth Weiner,S184885884,Middle East Journal,1,16
A5064334017,Robert W. Hodge,S122471516,American Journal of Sociology (AJS),1,9
A5064334017,Robert W. Hodge,S157620343,American Sociological Review (ASR),0,5
A5064340784,Robert Wistrich,S141739696,Patterns of Prejudice,1,4
A5064340784,Robert Wistrich,S173252385,The British Journal of Sociology (BJS),0,1
