author_id,author_name,journal_id,journal_name,specific_works,total_works
A1232323733,Nahikari Irastorza,S149872823,Journal of Ethnic and Migration Studies (JEMS),1,1
A1923203863,Thomas Hinz,S149872823,Journal of Ethnic and Migration Studies (JEMS),1,2
A1923203863,Thomas Hinz,S157620343,American Sociological Review (ASR),0,1
A1923203863,Thomas Hinz,S159327246,European Sociological Review (ESR),0,1
A1923203863,Thomas Hinz,S173252385,The British Journal of Sociology (BJS),0,1
A1923203863,Thomas Hinz,S189112142,Ethnicities,2,1
A2123205186,Dan Rodríguez-García,S149872823,Journal of Ethnic and Migration Studies (JEMS),1,1
A2190862602,Jhhw,S175405714,European Journal of International Law (EJIL),2,25
A2274739309,Isaac Sasson,S159327246,European Sociological Review (ESR),2,2
A2337898567,Sayaka Osanami Törngren,S149872823,Journal of Ethnic and Migration Studies (JEMS),1,1
A2604986486,Dana Shay,S159327246,European Sociological Review (ESR),1,1
A3123580031,"Mellor, Noha",S184885884,Middle East Journal,1,1
A3183966527,Shir Caller,S189112142,Ethnicities,3,2
A3183966527,Shir Caller,S96629499,Ethnic and Racial Studies,0,1
A4257697716,U.S. Department of State,S88529193,Journal of Palestine Studies,3,4
A5000016034,Gerald E. Caiden,S176007004,American Political Science Review (APSR),1,1
A5000035790,Sheila Patterson,S149872823,Journal of Ethnic and Migration Studies (JEMS),0,14
A5000035790,Sheila Patterson,S157620343,American Sociological Review (ASR),0,5
A5000035790,Sheila Patterson,S173252385,The British Journal of Sociology (BJS),0,6
A5000035790,Sheila Patterson,S96629499,Ethnic and Racial Studies,1,2
A5000055053,Orly Benjamin,S173252385,The British Journal of Sociology (BJS),1,1
A5000055053,Orly Benjamin,S96629499,Ethnic and Racial Studies,2,2
A5000104944,Clark McCauley,S184885884,Middle East Journal,2,3
A5000104944,Clark McCauley,S29984966,Journal of Personality and Social Psychology (JPSP),0,15
A5000110342,Sonia Boulos,S139935717,International Journal of Human Rights (IJHR),0,1
A5000110342,Sonia Boulos,S59071098,Journal of Genocide Research (JGR),1,1
A5000160047,Elia Zureik,S117214891,International Criminal Justice Review,1,1
A5000160047,Elia Zureik,S122471516,American Journal of Sociology (AJS),0,1
A5000160047,Elia Zureik,S173252385,The British Journal of Sociology (BJS),0,1
A5000160047,Elia Zureik,S199726014,British Journal of Middle Eastern Studies (BRISMES),3,4
A5000160047,Elia Zureik,S87435064,International Journal of Middle East Studies (IJMES),3,5
A5000160047,Elia Zureik,S88529193,Journal of Palestine Studies,23,44
A5000160047,Elia Zureik,S94209876,Middle East Critique,1,1
A5000160047,Elia Zureik,S95691132,British Journal of Political Science (BJPolS),0,1
A5000181177,Ahmad Sidqi Al-Dajani,S88529193,Journal of Palestine Studies,1,2
A5000252321,Emine Onaran Incirlioğlu,S199726014,British Journal of Middle Eastern Studies (BRISMES),2,5
A5000264975,Dimitry Shumsky,S603496,"Social Identities: Journal for the Study of Race, Nation and Culture",1,1
A5000287033,"Eran Razin, Dan Scheinberg",S149872823,Journal of Ethnic and Migration Studies (JEMS),1,1
A5000296085,Sylvia Helen Forman,S102499938,American Anthropologist,1,2
A5000307946,Béatrice S. Hasler,S81071032,Group Processes & Intergroup Relations (GPIR),1,1
A5000386688,Sean D. Murphy,S156235965,International & Comparative Law Quarterly (ICLQ),0,2
A5000386688,Sean D. Murphy,S160097506,American Journal of International Law (AJIL),1,198
A5000386688,Sean D. Murphy,S175405714,European Journal of International Law (EJIL),0,1
A5000386688,Sean D. Murphy,S42104779,Journal of International Dispute Settlement (JIDS),0,1
A5000453966,Gideon Rahat,S184885884,Middle East Journal,2,2
A5000493300,Catherine Cobham,S199726014,British Journal of Middle Eastern Studies (BRISMES),1,1
A5000506693,Aslı Bâli,S129275725,Law and Social Inquiry,1,1
A5000506693,Aslı Bâli,S88529193,Journal of Palestine Studies,0,1
A5000512402,Nader Entessar,S184885884,Middle East Journal,1,5
A5000512402,Nader Entessar,S87435064,International Journal of Middle East Studies (IJMES),0,5
A5000519909,Robin Barlow,S87435064,International Journal of Middle East Studies (IJMES),1,2
A5000542719,Don Martindale,S122471516,American Journal of Sociology (AJS),1,9
A5000542719,Don Martindale,S157620343,American Sociological Review (ASR),0,15
A5000542719,Don Martindale,S173252385,The British Journal of Sociology (BJS),0,1
A5000542719,Don Martindale,S176007004,American Political Science Review (APSR),0,1
A5000543821,Robert I. Friedman,S88529193,Journal of Palestine Studies,4,8
A5000581258,Marcia Inhorn,S102499938,American Anthropologist,0,1
A5000581258,Marcia Inhorn,S122471516,American Journal of Sociology (AJS),0,1
A5000581258,Marcia Inhorn,S184885884,Middle East Journal,1,1
A5000581258,Marcia Inhorn,S65256140,Journal of the Royal Anthropological Institute (JRAI),0,1
A5000581258,Marcia Inhorn,S87435064,International Journal of Middle East Studies (IJMES),0,2
A5000602543,Malcolm Dando,S139935717,International Journal of Human Rights (IJHR),1,1
A5000607454,Rosemary Sayigh,S88529193,Journal of Palestine Studies,3,22
A5000629048,Barry Hindess,S173252385,The British Journal of Sociology (BJS),0,3
A5000629048,Barry Hindess,S176007004,American Political Science Review (APSR),0,1
A5000629048,Barry Hindess,S189112142,Ethnicities,0,1
A5000629048,Barry Hindess,S603496,"Social Identities: Journal for the Study of Race, Nation and Culture",0,2
A5000629048,Barry Hindess,S60621485,Sociological Theory,0,1
A5000629048,Barry Hindess,S96629499,Ethnic and Racial Studies,1,1
A5000629048,Barry Hindess,S97919111,Thesis Eleven: Critical Theory and Historical Sociology,0,7
A5000636604,Robin Cohen,S149872823,Journal of Ethnic and Migration Studies (JEMS),0,9
A5000636604,Robin Cohen,S173252385,The British Journal of Sociology (BJS),0,2
A5000636604,Robin Cohen,S603496,"Social Identities: Journal for the Study of Race, Nation and Culture",0,3
A5000636604,Robin Cohen,S96629499,Ethnic and Racial Studies,1,3
A5000722882,Nigel Parsons,S184885884,Middle East Journal,1,2
A5000742126,Frances McLernon,S168863142,Journal of Social Issues (JSI),1,1
A5000792868,Livia Rokach,S87435064,International Journal of Middle East Studies (IJMES),0,1
A5000792868,Livia Rokach,S88529193,Journal of Palestine Studies,2,2
A5000800347,Michael O'Loughlin,S88529193,Journal of Palestine Studies,2,2
A5000819585,Ljubomir Radovanović,S88529193,Journal of Palestine Studies,1,2
A5000852821,Ronen Yitzhak,S184885884,Middle East Journal,1,1
A5000852821,Ronen Yitzhak,S199726014,British Journal of Middle Eastern Studies (BRISMES),1,1
A5000852821,Ronen Yitzhak,S94209876,Middle East Critique,1,1
A5000869278,Josef Joffe,S176007004,American Political Science Review (APSR),2,2
A5000916584,Mario Mikulincer,S187348256,Personality and Social Psychology Bulletin (PSPB),3,13
A5000916584,Mario Mikulincer,S29984966,Journal of Personality and Social Psychology (JPSP),12,71
A5000923035,Adi Sherzer,S199726014,British Journal of Middle Eastern Studies (BRISMES),1,1
A5000952698,Andrew Arato,S132513827,New German Critique,0,3
A5000952698,Andrew Arato,S57090429,Philosophy and Social Criticism,0,4
A5000952698,Andrew Arato,S64143016,Constellations,1,26
A5000952698,Andrew Arato,S97631563,Telos,0,11
A5000952698,Andrew Arato,S97919111,Thesis Eleven: Critical Theory and Historical Sociology,0,1
A5000994950,Naseer H. Aruri,S184885884,Middle East Journal,1,1
A5000994950,Naseer H. Aruri,S199726014,British Journal of Middle Eastern Studies (BRISMES),0,1
A5000994950,Naseer H. Aruri,S87435064,International Journal of Middle East Studies (IJMES),0,2
A5000994950,Naseer H. Aruri,S88529193,Journal of Palestine Studies,8,21
A5001000073,Anders Persson,S94209876,Middle East Critique,3,3
A5001001646,Franke Wilmer,S95650557,Journal of Politics (JOP),0,1
A5001001646,Franke Wilmer,S96629499,Ethnic and Racial Studies,2,4
A5001006551,David P. Gushee,S452692,Holocaust and Genocide Studies (HGS),1,3
A5001024931,Abraham Diskin,S184885884,Middle East Journal,0,1
A5001024931,Abraham Diskin,S95650557,Journal of Politics (JOP),1,2
A5001040742,Sholom Yerushalmi,S88529193,Journal of Palestine Studies,2,2
A5001045685,Rebecca Kook,S144836642,Memory Studies,1,1
A5001045685,Rebecca Kook,S149872823,Journal of Ethnic and Migration Studies (JEMS),0,1
A5001045685,Rebecca Kook,S184885884,Middle East Journal,1,1
A5001045685,Rebecca Kook,S57090429,Philosophy and Social Criticism,1,1
A5001045685,Rebecca Kook,S96629499,Ethnic and Racial Studies,1,1
A5001090918,Laurence D. Loeb,S102499938,American Anthropologist,3,14
A5001090918,Laurence D. Loeb,S165709033,Current Anthropology,0,1
A5001090918,Laurence D. Loeb,S184885884,Middle East Journal,0,1
A5001090918,Laurence D. Loeb,S87435064,International Journal of Middle East Studies (IJMES),1,2
A5001096702,Robert O. Krikorian,S184885884,Middle East Journal,1,2
A5001096702,Robert O. Krikorian,S87435064,International Journal of Middle East Studies (IJMES),0,1
A5001112403,Natallia Khamenka,S5866276,Journal of Loss and Trauma,1,1
A5001116520,Richard P. Hiskes,S139935717,International Journal of Human Rights (IJHR),0,1
A5001116520,Richard P. Hiskes,S176007004,American Political Science Review (APSR),0,7
A5001116520,Richard P. Hiskes,S38600022,Human Rights Quarterly,1,6
A5001116520,Richard P. Hiskes,S65076878,Journal of Human Rights (JHR),0,6
A5001171841,Anna Younes,S59071098,Journal of Genocide Research (JGR),0,1
A5001171841,Anna Younes,S94209876,Middle East Critique,1,1
A5001171841,Anna Younes,S96629499,Ethnic and Racial Studies,0,1
A5001178503,Sharon Imtiaz,S149872823,Journal of Ethnic and Migration Studies (JEMS),1,2
A5001207668,Willem A. van der Kloot,S187348256,Personality and Social Psychology Bulletin (PSPB),1,1
A5001256292,Bryna Bogoch,S129275725,Law and Social Inquiry,3,4
A5001256292,Bryna Bogoch,S44706263,Law and Society Review,0,2
A5001261536,Ronen Perry,S129275725,Law and Social Inquiry,1,1
A5001278910,Shoshi Fishbein,S5866276,Journal of Loss and Trauma,1,1
A5001408331,Dai Tamada,S175405714,European Journal of International Law (EJIL),0,1
A5001408331,Dai Tamada,S42104779,Journal of International Dispute Settlement (JIDS),1,1
A5001443177,Nerissa Russell,S102499938,American Anthropologist,0,2
A5001443177,Nerissa Russell,S165709033,Current Anthropology,1,2
A5001443776,Nancy Hite‐Rubin,S90314269,American Journal of Political Science (AJPS),1,1
A5001451692,Roger Zetter,S149872823,Journal of Ethnic and Migration Studies (JEMS),0,3
A5001451692,Roger Zetter,S96629499,Ethnic and Racial Studies,1,3
A5001460481,W. Arens,S43131466,Ethnos: Journal of Anthropology,1,1
A5001505544,Tom Reifer,S139935717,International Journal of Human Rights (IJHR),1,1
A5001505746,Liron Shani,S102499938,American Anthropologist,1,1
A5001505746,Liron Shani,S22506700,Cultural Anthropology,1,1
A5001505746,Liron Shani,S43131466,Ethnos: Journal of Anthropology,2,2
A5001518144,Peter Shaw-Smith,S88529193,Journal of Palestine Studies,2,2
A5001554984,Hedi Viterbo,S129275725,Law and Social Inquiry,1,2
A5001554984,Hedi Viterbo,S175405714,European Journal of International Law (EJIL),0,1
A5001566859,Michael Kallenbach,S88529193,Journal of Palestine Studies,2,2
A5001586503,Bashar H. Malkawi,S139935717,International Journal of Human Rights (IJHR),1,1
A5001637861,Yehuda Lukacs,S176007004,American Political Science Review (APSR),1,1
A5001637861,Yehuda Lukacs,S184885884,Middle East Journal,1,1
A5001637861,Yehuda Lukacs,S87435064,International Journal of Middle East Studies (IJMES),0,1
A5001637861,Yehuda Lukacs,S88529193,Journal of Palestine Studies,4,4
A5001686808,Uri Ben-Eliezer,S122471516,American Journal of Sociology (AJS),0,1
A5001686808,Uri Ben-Eliezer,S603496,"Social Identities: Journal for the Study of Race, Nation and Culture",1,1
A5001686808,Uri Ben-Eliezer,S87435064,International Journal of Middle East Studies (IJMES),1,1
A5001686808,Uri Ben-Eliezer,S96629499,Ethnic and Racial Studies,1,1
A5001706243,Michael Rothberg,S132513827,New German Critique,0,1
A5001706243,Michael Rothberg,S144836642,Memory Studies,1,2
A5001706243,Michael Rothberg,S184094801,History and Memory,0,1
A5001706243,Michael Rothberg,S47258695,Memory,0,1
A5001738538,Peter Staudenmaier,S141739696,Patterns of Prejudice,1,1
A5001738538,Peter Staudenmaier,S452692,Holocaust and Genocide Studies (HGS),0,1
A5001756452,Yossi Hasson,S187348256,Personality and Social Psychology Bulletin (PSPB),2,3
A5001756452,Yossi Hasson,S29984966,Journal of Personality and Social Psychology (JPSP),0,1
A5001756452,Yossi Hasson,S81071032,Group Processes & Intergroup Relations (GPIR),2,2
A5001768585,Benny Temkin,S95691132,British Journal of Political Science (BJPolS),1,2
A5001776196,Sean F. McMahon,S199726014,British Journal of Middle Eastern Studies (BRISMES),1,1
A5001776196,Sean F. McMahon,S94209876,Middle East Critique,1,1
A5001776768,Ina Filkobski,S173252385,The British Journal of Sociology (BJS),1,1
A5001795871,Kathryn Medien,S77333486,"Theory, culture, and society",1,1
A5001795871,Kathryn Medien,S96629499,Ethnic and Racial Studies,0,1
A5001820416,Michael Warschawski,S88529193,Journal of Palestine Studies,2,2
A5001848461,Antoine S. Mansour,S88529193,Journal of Palestine Studies,1,2
A5001855035,Ghassan Bishara,S88529193,Journal of Palestine Studies,7,18
A5001872208,Marco Brambilla,S187348256,Personality and Social Psychology Bulletin (PSPB),1,4
A5001872208,Marco Brambilla,S29984966,Journal of Personality and Social Psychology (JPSP),0,1
A5001872208,Marco Brambilla,S81071032,Group Processes & Intergroup Relations (GPIR),0,6
A5001878552,Nohad ‘Ali,S189112142,Ethnicities,1,1
A5001878552,Nohad ‘Ali,S603496,"Social Identities: Journal for the Study of Race, Nation and Culture",1,1
A5001901135,Yinon Shlomo,S199726014,British Journal of Middle Eastern Studies (BRISMES),1,1
A5001948534,Eli Adler,S81071032,Group Processes & Intergroup Relations (GPIR),1,1
A5001968647,Erez Zverling,S187348256,Personality and Social Psychology Bulletin (PSPB),1,1
A5001971381,Abraham Stahl,S96629499,Ethnic and Racial Studies,1,1
A5002049980,Robin Wagner-Pacifici,S122471516,American Journal of Sociology (AJS),1,9
A5002049980,Robin Wagner-Pacifici,S44753038,European Journal of Cultural Studies,0,1
A5002049980,Robin Wagner-Pacifici,S69220080,Cultural Sociology,0,5
A5002083794,Yesilernis Peña,S105812952,Du Bois Review: Social Science Research on Race,1,1
A5002087846,Dan Avni-Segre,S143110675,World Politics,1,1
A5002118690,Chagai M. Weiss,S176007004,American Political Science Review (APSR),1,2
A5002118690,Chagai M. Weiss,S90314269,American Journal of Political Science (AJPS),1,2
A5002118690,Chagai M. Weiss,S95650557,Journal of Politics (JOP),0,1
A5002181755,Ilias Bantekas,S117214891,International Criminal Justice Review,0,1
A5002181755,Ilias Bantekas,S154337186,Leiden Journal of International Law (LJIL),0,1
A5002181755,Ilias Bantekas,S156235965,International & Comparative Law Quarterly (ICLQ),1,4
A5002181755,Ilias Bantekas,S160097506,American Journal of International Law (AJIL),0,5
A5002181755,Ilias Bantekas,S175405714,European Journal of International Law (EJIL),0,2
A5002181755,Ilias Bantekas,S38600022,Human Rights Quarterly,0,2
A5002181755,Ilias Bantekas,S42104779,Journal of International Dispute Settlement (JIDS),0,3
A5002181755,Ilias Bantekas,S84944781,Human Rights Law Review (HRLR),0,1
A5002192150,A.B. Zahlan,S88529193,Journal of Palestine Studies,1,4
A5002217775,Robert Rozett,S452692,Holocaust and Genocide Studies (HGS),2,6
A5002223518,David Jacobs,S199726014,British Journal of Middle Eastern Studies (BRISMES),1,1
A5002263944,Bassam Shaka'a,S88529193,Journal of Palestine Studies,1,3
A5002266644,R. Gottschalk,S156235965,International & Comparative Law Quarterly (ICLQ),4,4
A5002312975,Joshua R. Gubler,S87435064,International Journal of Middle East Studies (IJMES),1,1
A5002312975,Joshua R. Gubler,S95650557,Journal of Politics (JOP),0,2
A5002324580,Sara Roy,S176007004,American Political Science Review (APSR),0,2
A5002324580,Sara Roy,S184885884,Middle East Journal,2,4
A5002324580,Sara Roy,S59071098,Journal of Genocide Research (JGR),0,1
A5002324580,Sara Roy,S87435064,International Journal of Middle East Studies (IJMES),2,2
A5002324580,Sara Roy,S88529193,Journal of Palestine Studies,9,35
A5002363737,E. N. Anderson,S102499938,American Anthropologist,0,1
A5002363737,E. N. Anderson,S165709033,Current Anthropology,1,9
A5002379986,Cameron Hazlehurst,S149872823,Journal of Ethnic and Migration Studies (JEMS),1,2
A5002394163,Rae Lesser Blumberg,S122471516,American Journal of Sociology (AJS),1,4
A5002394163,Rae Lesser Blumberg,S157620343,American Sociological Review (ASR),0,1
A5002394163,Rae Lesser Blumberg,S60621485,Sociological Theory,0,2
A5002406330,Irus Braverman,S129275725,Law and Social Inquiry,1,1
A5002406330,Irus Braverman,S25593863,Cultural Studies,0,1
A5002406330,Irus Braverman,S44706263,Law and Society Review,1,1
A5002439182,Nur-eldeen Masalha,S88529193,Journal of Palestine Studies,2,2
A5002452382,Ayalla Ruvio,S5866276,Journal of Loss and Trauma,1,1
A5002463016,Patrick Seale,S184885884,Middle East Journal,1,1
A5002463016,Patrick Seale,S88529193,Journal of Palestine Studies,3,8
A5002469931,Thomas Pekar,S452692,Holocaust and Genocide Studies (HGS),1,2
A5002483658,Orna Nachshon,S29984966,Journal of Personality and Social Psychology (JPSP),1,2
A5002495681,Bertjan Doosje,S168863142,Journal of Social Issues (JSI),0,1
A5002495681,Bertjan Doosje,S187348256,Personality and Social Psychology Bulletin (PSPB),0,6
A5002495681,Bertjan Doosje,S29984966,Journal of Personality and Social Psychology (JPSP),0,9
A5002495681,Bertjan Doosje,S81071032,Group Processes & Intergroup Relations (GPIR),1,8
A5002503206,Robert C. Ellickson,S117766065,Harvard Law Review,0,1
A5002503206,Robert C. Ellickson,S129275725,Law and Social Inquiry,0,1
A5002503206,Robert C. Ellickson,S161743634,Stanford Law Review,0,2
A5002503206,Robert C. Ellickson,S161895660,Yale Law Journal,1,8
A5002516027,Daphna Joel,S81071032,Group Processes & Intergroup Relations (GPIR),1,1
A5002539865,Muhammed Miari,S88529193,Journal of Palestine Studies,1,1
A5002596729,Gail Wilson,S173252385,The British Journal of Sociology (BJS),0,3
A5002596729,Gail Wilson,S96629499,Ethnic and Racial Studies,2,2
A5002620616,G. Blum,S175405714,European Journal of International Law (EJIL),1,1
A5002624095,J. Wesson,S199726014,British Journal of Middle Eastern Studies (BRISMES),1,1
A5002655333,Sheldon L. Richman,S88529193,Journal of Palestine Studies,2,2
A5002672628,Nimrod Getzov,S165709033,Current Anthropology,1,1
A5002753033,Kamel E. Labidi,S184885884,Middle East Journal,1,3
A5002781983,C. L. Sulzberger,S88529193,Journal of Palestine Studies,2,2
A5002805089,Deby Babis,S149872823,Journal of Ethnic and Migration Studies (JEMS),1,1
A5002805412,Ayala Fridman,S5866276,Journal of Loss and Trauma,1,1
A5002805979,Yeshayahu Leibowitz,S176007004,American Political Science Review (APSR),0,1
A5002805979,Yeshayahu Leibowitz,S88529193,Journal of Palestine Studies,2,4
A5002817123,Noura Erakat,S189112142,Ethnicities,0,1
A5002817123,Noura Erakat,S44706263,Law and Society Review,0,1
A5002817123,Noura Erakat,S88529193,Journal of Palestine Studies,3,6
A5002829870,Martin Edelman,S176007004,American Political Science Review (APSR),0,2
A5002829870,Martin Edelman,S87435064,International Journal of Middle East Studies (IJMES),3,3
A5002832117,Jonathan Mendilow,S87435064,International Journal of Middle East Studies (IJMES),1,1
A5002832117,Jonathan Mendilow,S90314269,American Journal of Political Science (AJPS),1,1
A5002863120,Amneh Badran,S88529193,Journal of Palestine Studies,1,2
A5002880426,M. Mancini,S175405714,European Journal of International Law (EJIL),1,1
A5002937079,Michael Freeman,S139935717,International Journal of Human Rights (IJHR),0,1
A5002937079,Michael Freeman,S141739696,Patterns of Prejudice,2,4
A5002937079,Michael Freeman,S158082692,Netherlands Quarterly of Human Rights (NQHR),0,2
A5002937079,Michael Freeman,S173252385,The British Journal of Sociology (BJS),0,1
A5002937079,Michael Freeman,S38600022,Human Rights Quarterly,1,4
A5002937079,Michael Freeman,S452692,Holocaust and Genocide Studies (HGS),0,1
A5002937079,Michael Freeman,S95691132,British Journal of Political Science (BJPolS),0,1
A5002937079,Michael Freeman,S96629499,Ethnic and Racial Studies,0,1
A5002973012,Atalia Omer,S122471516,American Journal of Sociology (AJS),1,2
A5002973012,Atalia Omer,S59071098,Journal of Genocide Research (JGR),0,1
A5002976735,Susan Welch,S122471516,American Journal of Sociology (AJS),0,1
A5002976735,Susan Welch,S141456655,Genocide Studies and Prevention: An International Journal (GSP),0,1
A5002976735,Susan Welch,S176007004,American Political Science Review (APSR),0,6
A5002976735,Susan Welch,S38600022,Human Rights Quarterly,0,1
A5002976735,Susan Welch,S44706263,Law and Society Review,0,1
A5002976735,Susan Welch,S59071098,Journal of Genocide Research (JGR),0,1
A5002976735,Susan Welch,S90314269,American Journal of Political Science (AJPS),0,7
A5002976735,Susan Welch,S95650557,Journal of Politics (JOP),0,7
A5002976735,Susan Welch,S95691132,British Journal of Political Science (BJPolS),0,2
A5002976735,Susan Welch,S96629499,Ethnic and Racial Studies,1,1
A5002994043,Carl Frankenstein,S157620343,American Sociological Review (ASR),1,1
A5003047125,C.D. Holes,S199726014,British Journal of Middle Eastern Studies (BRISMES),2,3
A5003114832,Thomas Hazard,S165709033,Current Anthropology,1,2
A5003142531,Charmaine Seitz,S88529193,Journal of Palestine Studies,1,1
A5003156431,Stephen Sharot,S173252385,The British Journal of Sociology (BJS),1,4
A5003156431,Stephen Sharot,S96629499,Ethnic and Racial Studies,1,1
A5003165577,Salem Ajluni,S88529193,Journal of Palestine Studies,1,1
A5003168251,Nora Stel,S149872823,Journal of Ethnic and Migration Studies (JEMS),0,1
A5003168251,Nora Stel,S199726014,British Journal of Middle Eastern Studies (BRISMES),1,1
A5003180441,Lynn Davies,S189112142,Ethnicities,0,1
A5003180441,Lynn Davies,S96629499,Ethnic and Racial Studies,1,1
A5003186092,Daniel Gerson,S141739696,Patterns of Prejudice,1,1
A5003210602,Michael Galchinsky,S65076878,Journal of Human Rights (JHR),1,1
A5003216326,Elisheva Machlis,S184885884,Middle East Journal,0,1
A5003216326,Elisheva Machlis,S199726014,British Journal of Middle Eastern Studies (BRISMES),1,3
A5003216326,Elisheva Machlis,S94209876,Middle East Critique,0,1
A5003218340,Roger Giner-Sorolla,S187348256,Personality and Social Psychology Bulletin (PSPB),0,4
A5003218340,Roger Giner-Sorolla,S29984966,Journal of Personality and Social Psychology (JPSP),0,4
A5003218340,Roger Giner-Sorolla,S81071032,Group Processes & Intergroup Relations (GPIR),1,3
A5003220133,Urie Bronfenbrenner,S102499938,American Anthropologist,0,1
A5003220133,Urie Bronfenbrenner,S157620343,American Sociological Review (ASR),0,1
A5003220133,Urie Bronfenbrenner,S168863142,Journal of Social Issues (JSI),0,5
A5003220133,Urie Bronfenbrenner,S29984966,Journal of Personality and Social Psychology (JPSP),1,2
A5003276914,Oren Barak,S184094801,History and Memory,0,1
A5003276914,Oren Barak,S184885884,Middle East Journal,3,5
A5003276914,Oren Barak,S199726014,British Journal of Middle Eastern Studies (BRISMES),1,1
A5003276914,Oren Barak,S87435064,International Journal of Middle East Studies (IJMES),2,5
A5003281170,John C. Martin,S88529193,Journal of Palestine Studies,2,2
A5003299568,Iddo Nevo,S87435064,International Journal of Middle East Studies (IJMES),1,1
A5003352720,Henry A. Giroux,S25593863,Cultural Studies,1,8
A5003352720,Henry A. Giroux,S57090429,Philosophy and Social Criticism,0,2
A5003352720,Henry A. Giroux,S603496,"Social Identities: Journal for the Study of Race, Nation and Culture",0,9
A5003352720,Henry A. Giroux,S77333486,"Theory, culture, and society",0,2
A5003359629,Philip Mattar,S184885884,Middle East Journal,0,1
A5003359629,Philip Mattar,S87435064,International Journal of Middle East Studies (IJMES),1,2
A5003371807,Arthur Jordan Field,S122471516,American Journal of Sociology (AJS),0,5
A5003371807,Arthur Jordan Field,S157620343,American Sociological Review (ASR),1,1
A5003373240,Anthony B. Toth,S199726014,British Journal of Middle Eastern Studies (BRISMES),0,1
A5003373240,Anthony B. Toth,S87435064,International Journal of Middle East Studies (IJMES),1,1
A5003373240,Anthony B. Toth,S94209876,Middle East Critique,0,1
A5003376566,Gilbert Achcar,S128727557,Radical Philosophy,0,1
A5003376566,Gilbert Achcar,S88529193,Journal of Palestine Studies,4,5
A5003376566,Gilbert Achcar,S94209876,Middle East Critique,0,1
A5003393803,Philipp O. Amour,S199726014,British Journal of Middle Eastern Studies (BRISMES),1,2
A5003393803,Philipp O. Amour,S87435064,International Journal of Middle East Studies (IJMES),0,1
A5003419716,Jamie Levin,S184885884,Middle East Journal,1,1
A5003479762,Charles B. Selak,S160097506,American Journal of International Law (AJIL),1,6
A5003491432,Anne Freilich,S87435064,International Journal of Middle East Studies (IJMES),1,2
A5003509924,Julius Gould,S141739696,Patterns of Prejudice,1,6
A5003509924,Julius Gould,S157620343,American Sociological Review (ASR),0,1
A5003509924,Julius Gould,S173252385,The British Journal of Sociology (BJS),0,11
A5003519662,Daniel R. Langton,S4210222078,Holocaust Studies: A Journal of Culture and History,1,1
A5003550885,Michael Birnhack,S129275725,Law and Social Inquiry,0,1
A5003550885,Michael Birnhack,S160097506,American Journal of International Law (AJIL),0,1
A5003550885,Michael Birnhack,S44706263,Law and Society Review,1,1
A5003633844,J. Weiler,S175405714,European Journal of International Law (EJIL),1,1
A5003652514,Spencer R. Crew,S38600022,Human Rights Quarterly,1,2
A5003653391,Sharon Gil,S5866276,Journal of Loss and Trauma,2,5
A5003747643,David Levi-Faur,S87435064,International Journal of Middle East Studies (IJMES),1,1
A5003803857,Moria Diamand,S5866276,Journal of Loss and Trauma,1,1
A5003819773,Audrey R. Chapman,S139935717,International Journal of Human Rights (IJHR),0,2
A5003819773,Audrey R. Chapman,S38600022,Human Rights Quarterly,1,6
A5003819773,Audrey R. Chapman,S65076878,Journal of Human Rights (JHR),0,5
A5003827477,Yotam Margalit,S176007004,American Political Science Review (APSR),0,6
A5003827477,Yotam Margalit,S90314269,American Journal of Political Science (AJPS),1,9
A5003827477,Yotam Margalit,S95650557,Journal of Politics (JOP),1,5
A5003827477,Yotam Margalit,S95691132,British Journal of Political Science (BJPolS),0,2
A5003851438,Michal Shamir,S176007004,American Political Science Review (APSR),3,3
A5003851438,Michal Shamir,S95650557,Journal of Politics (JOP),1,1
A5003851438,Michal Shamir,S95691132,British Journal of Political Science (BJPolS),2,3
A5003915973,Ruth Landau,S5866276,Journal of Loss and Trauma,1,1
A5003934808,Hanna Ayalon,S159327246,European Sociological Review (ESR),2,2
A5003969891,J. D. Norton,S199726014,British Journal of Middle Eastern Studies (BRISMES),1,1
A5003999884,Edilberto F. Montemayor,S96629499,Ethnic and Racial Studies,1,1
A5004040782,Sabrina Petra Ramet,S176007004,American Political Science Review (APSR),0,4
A5004040782,Sabrina Petra Ramet,S65076878,Journal of Human Rights (JHR),0,2
A5004040782,Sabrina Petra Ramet,S65256140,Journal of the Royal Anthropological Institute (JRAI),1,1
A5004040782,Sabrina Petra Ramet,S96629499,Ethnic and Racial Studies,0,2
A5004148141,Valentina Gritsenko,S5866276,Journal of Loss and Trauma,2,3
A5004149039,Janice Murphy,S88529193,Journal of Palestine Studies,3,3
A5004149416,Michael Adams,S199726014,British Journal of Middle Eastern Studies (BRISMES),1,1
A5004149416,Michael Adams,S88529193,Journal of Palestine Studies,5,10
A5004158532,Aaron T. Wolf,S88529193,Journal of Palestine Studies,1,2
A5004200909,Nadia Abu El-Haj,S141739696,Patterns of Prejudice,1,1
A5004200909,Nadia Abu El-Haj,S59071098,Journal of Genocide Research (JGR),0,1
A5004250707,Majid Al-Haj,S149872823,Journal of Ethnic and Migration Studies (JEMS),1,1
A5004250707,Majid Al-Haj,S96629499,Ethnic and Racial Studies,1,1
A5004252612,Lotte Thomsen,S187348256,Personality and Social Psychology Bulletin (PSPB),1,4
